"","X","favorite_count","id","retweet_count","timestamp","user_follower_count","user_id","user_screen_name","true_indicator","original_tweet","polarity","subjectivity","cat_polarity"
"156",174,35,1e+18,90,"Thu May 31 13:12:48 +0000 2018",153875,41822696,"b'PHE_uk'",1,"We’re advising fans heading to Russia for the World Cup to ensure they are up to date with their MMR vaccine because of measles outbreaks across the continent. More info: https://t.co/OqpGN4nTrL https://t.co/Q65ySKQUPY",0,0,"neutral"
"157",175,0,9.97e+17,0,"Wed May 16 11:09:42 +0000 2018",153875,41822696,"b'PHE_uk'",1,"@LaurenD145 Children under one don't respond well to vaccine and should be mainly protected by high coverage in the UK population. If your child is exposed to measles seek advice from your doctor.",0.163333333,0.436666667,"positive"
"158",177,0,9.95e+17,0,"Fri May 11 10:33:37 +0000 2018",153875,41822696,"b'PHE_uk'",1,"@RebeccaWiT The MMR vaccine provides protection from measles, mumps and rubella. Even if you have had measles, it is important to get the MMR vaccine to provide protection against all three infections.",0.4,1,"positive"
"159",178,0,9.95e+17,0,"Fri May 11 10:33:09 +0000 2018",153875,41822696,"b'PHE_uk'",1,"@Fredrick_Blogs The MMR vaccine provides protection from measles, mumps and rubella. Even if you have had measles, it is important to get the MMR vaccine to provide protection against all three infections.",0.4,1,"positive"
"160",180,7,9.9e+17,18,"Fri Apr 27 14:12:38 +0000 2018",153875,41822696,"b'PHE_uk'",1,"#EIW2018 What is shingles and why do we need to vaccinate against it? Find out here: https://t.co/kAwpn0sAMH  #VaccinesWork",0,0,"neutral"
"161",181,72,9.89e+17,90,"Thu Apr 26 13:21:50 +0000 2018",153875,41822696,"b'PHE_uk'",1,"How are vaccines made? What does herd immunity mean? Learn about childhood vaccination in our blog for #EIW2018 here: https://t.co/AJrWr6hwol #VaccinesWork https://t.co/v2BZPNlC7z",-0.3125,0.6875,"negative"
"162",182,12,9.89e+17,18,"Thu Apr 26 12:32:24 +0000 2018",153875,41822696,"b'PHE_uk'",1,"To see a full checklist of vaccines provided on the NHS in the UK, click here: https://t.co/nQederEt6O #VaccinesWork",0.35,0.55,"positive"
"163",183,50,9.89e+17,73,"Wed Apr 25 10:28:07 +0000 2018",153875,41822696,"b'PHE_uk'",1,"#VaccinesWork - Our blog for #EIW2018 includes information on how vaccines are made, what 'herd immunity' means and the childhood vaccination schedule: https://t.co/AJrWr6hwol #NHS70 https://t.co/5EpAYqGXyk",0,0,"neutral"
"164",184,26,9.89e+17,55,"Wed Apr 25 08:11:43 +0000 2018",153875,41822696,"b'PHE_uk'",1,"Many people don’t realise how serious shingles can be. Learn more about it and why we need to vaccinate against it in our blog: https://t.co/kAwpn0sAMH #VaccinesWork #EIW2018 https://t.co/EnDJ4sFrR6",0.083333333,0.583333333,"positive"
"165",185,66,9.89e+17,74,"Tue Apr 24 12:27:30 +0000 2018",153875,41822696,"b'PHE_uk'",1,"Vaccines protect us throughout our life. Learn more about childhood vaccination in our blog, from how vaccines are made to what 'herd immunity' means: https://t.co/AJrWr5ZUZL #VaccinesWork #EIW2018 https://t.co/UoabgwJUWg",0,0,"neutral"
"166",186,13,9.89e+17,14,"Tue Apr 24 10:15:51 +0000 2018",153875,41822696,"b'PHE_uk'",1,"We’ve teamed up with @AbrahamThePharm for #EIW2018 to discuss the importance of the shingles vaccination. Watch the video here: https://t.co/z5y073q37D  #VaccinesWork",0,0,"neutral"
"167",187,7,9.89e+17,16,"Tue Apr 24 08:26:59 +0000 2018",153875,41822696,"b'PHE_uk'",1,"#EIW2018 What is shingles and why do we need to vaccinate against it? Find out here: https://t.co/kAwpn0sAMH #VaccinesWork",0,0,"neutral"
"168",188,0,9.88e+17,0,"Mon Apr 23 14:01:09 +0000 2018",153875,41822696,"b'PHE_uk'",1,"@ThomasDale771 Hi, people age 76 and 77 will be offered the shingles vaccine when they reach their 78th birthday. Eventually, everyone between 70-80 will be caught up by the roll out of the programme.",0,0,"neutral"
"169",189,1,1e+18,1,"Mon Jun 04 11:00:27 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Imams, royalty and weddings are helping to wipe out polio in Nigeria https://t.co/w6Wfoo3OKP #vaccineswork https://t.co/ZdKc40Rqbl",0,0,"neutral"
"170",190,4,1e+18,4,"Sun Jun 03 15:30:07 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Our cells are changing how we develop vaccines https://t.co/EtG23beZgy #globalhealth https://t.co/2wSzmrvBWt",0,0,"neutral"
"171",191,17,1e+18,12,"Sat Jun 02 15:00:08 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A new study has found a Ebola vaccine which is effective for 1-2 years after a single dose https://t.co/eK2QAOSN6B #vaccineswork https://t.co/Yas8FLLT9A",0.221645022,0.48961039,"positive"
"172",192,2,1e+18,8,"Fri Jun 01 16:30:30 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Researchers are closer to finding a vaccine for Chikungunya, which has been found in more than 60 countries so far https://t.co/L3GeYb5h6R https://t.co/WEkEQSoIys",0.1,1,"positive"
"173",193,9,1e+18,3,"Fri Jun 01 11:30:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Nigeria is using surveillance and immunization to win the war against Polio https://t.co/Y1SiO5fhM5 #vaccineswork https://t.co/rzUmqZvt57",0.8,0.4,"positive"
"174",194,14,1e+18,24,"Thu May 31 17:00:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Fake Malaria medicines are causing 200,000 preventable deaths https://t.co/Twx1bJGqTj #vaccineswork https://t.co/aj7aUfkgES",-0.5,1,"negative"
"175",195,2,1e+18,3,"Thu May 31 13:30:12 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A new project wants to create pop-up factories to solve pandemics https://t.co/MHJknk2z0F #vaccineswork https://t.co/CczObrRMa3",0.168181818,0.277272727,"positive"
"176",196,22,1e+18,13,"Thu May 31 06:00:20 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A recent outbreak of the Nipah virus in India reaffirms the value of our mission to find a vaccine to help eradicate it https://t.co/s2FrdoLsNU #OutsmartEpidemics https://t.co/z0607NnwgP",0,0.25,"neutral"
"177",197,1,1e+18,3,"Wed May 30 13:00:15 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"An increase in demand for the flu vaccine has led to a shortage in Australia https://t.co/6mUC6xD6Xg #globalhealth https://t.co/ArVyIQZKG4",0,0,"neutral"
"178",198,18,1e+18,14,"Wed May 30 11:15:04 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"This single-injection vaccine could help eradicate polio worldwide https://t.co/3ORFYaMe0n #vaccineswork https://t.co/LH1xdzvJWT",0,0,"neutral"
"179",199,10,1e+18,13,"Wed May 30 06:45:03 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Uganda is stepping up it's vaccination campaigns due to new cases of Polio being found in Kenya https://t.co/8tClWOiLIN #globalhealth https://t.co/S3HVU2KQ1M",0.005681818,0.414772727,"positive"
"180",200,6,1e+18,5,"Tue May 29 16:15:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Why pop-up vaccine factories can help countries control the spread of disease https://t.co/rEmDIwJCtt #vaccineswork https://t.co/BysnLwZhye",0,0,"neutral"
"181",201,2,1e+18,7,"Tue May 29 12:30:11 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"This is how close we are to developing a universal flu vaccine, and what is holding us back https://t.co/KJcW5HTLCe #vaccineswork https://t.co/bo4a8SBWev",0,0,"neutral"
"182",202,5,1e+18,4,"Tue May 29 10:15:07 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"All you need to know about the potential pathogens that could cause Disease X https://t.co/fXEcdQHxSw #vaccineswork https://t.co/fPZaApSicI",0,1,"neutral"
"183",203,11,1e+18,6,"Mon May 28 14:45:10 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"William H. Foege, former director of @CDCgov, reflects on the effectiveness of the smallpox vaccine https://t.co/NTbcnQ2KAW #vaccineswork https://t.co/KRKWmj3dWe",0,0,"neutral"
"184",204,1,1e+18,1,"Mon May 28 12:30:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Imams, royalty and weddings are helping to wipe out polio in Nigeria https://t.co/w6Wfoo3OKP #vaccineswork https://t.co/1g0P9U5H3O",0,0,"neutral"
"185",205,17,1e+18,23,"Sun May 27 09:00:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Why there is a vaccine for dogs against Lyme disease, but not one for humans https://t.co/MREyXR5NNZ #globalhealth https://t.co/xAhRa1ZvCy",0,0,"neutral"
"186",206,12,1e+18,12,"Sat May 26 18:00:21 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"New pop-up vaccine factories could turn the tide in fighting pandemics https://t.co/IJC5jGdh1Y #vaccineswork https://t.co/d33fFMfjnF",0.136363636,0.454545455,"positive"
"187",207,4,1e+18,5,"Sat May 26 08:00:09 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Our cells are changing how we develop vaccines https://t.co/EtG23beZgy #globalhealth https://t.co/sp38xL42AD",0,0,"neutral"
"188",208,8,1e+18,6,"Fri May 25 11:00:21 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"An experimental Ebola vaccine is being used in the Democratic Republic of Congo to stop the spread of the recent outbreak https://t.co/mANdnx3oy9 #vaccineswork https://t.co/aHTaocJUcm",0.05,0.325,"positive"
"189",209,4,1e+18,2,"Thu May 24 15:14:11 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Reuters journalist Ben Hirschler discusses the importance of our vaccine development partnership with Profectus BioSciences and Emergent BioSolutions https://t.co/WrUuJIMMi4 #OutsmartEpidemics https://t.co/dZTpAOmZgf",0,0,"neutral"
"190",210,11,1e+18,9,"Thu May 24 11:15:12 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Our CEO Richard Hatchett highlights the importance of our first partnership to develop a vaccine for Nipah, with @CEO_Profectus and @emergentbiosolu. Find out more:  https://t.co/DeXxiaPK80 #OutsmartEpidemics https://t.co/XtRp8e6N7M",0.25,0.333333333,"positive"
"191",211,8,1e+18,8,"Thu May 24 09:45:04 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Surveillance and immunization are helping Nigeria to eradicate Polio https://t.co/Y1SiO5fhM5 #vaccineswork https://t.co/bm3ZsgeCnw",0,0,"neutral"
"192",212,12,1e+18,13,"Thu May 24 06:15:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A new study has found a Ebola vaccine which is effective for 1-2 years after a single dose https://t.co/eK2QAOSN6B #vaccineswork https://t.co/C2lcIrbhdI",0.221645022,0.48961039,"positive"
"193",213,4,9.99e+17,9,"Wed May 23 16:01:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Fake Malaria medicines are causing 200,000 preventable deaths https://t.co/Twx1bJGqTj #vaccineswork https://t.co/atzIG3x7NI",-0.5,1,"negative"
"194",214,5,9.99e+17,12,"Wed May 23 10:30:03 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Why pop-up factories could be the answer to solving pandemics https://t.co/MHJknjKXC5 #vaccineswork https://t.co/DfBx9tfaQ8",0,0,"neutral"
"195",215,3,9.99e+17,11,"Wed May 23 07:30:13 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"These are the pathogens that could cause Disease X, the next global pandemic https://t.co/fXEcdQHxSw #vaccineswork https://t.co/2Ao7cPUtPz",0,0,"neutral"
"196",216,4,9.99e+17,3,"Mon May 21 18:00:15 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A look back at the smallpox vaccine with William H. Foege, a former director of @CDCgov https://t.co/NTbcnQklZw #vaccineswork https://t.co/ySTaevhtvd",0,0,"neutral"
"197",217,1,9.99e+17,1,"Mon May 21 14:30:13 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Scientists have discovered core genes to target when fighting malaria https://t.co/wuAf2L2HyU #vaccineswork https://t.co/KqZqFoRYrW",0,0,"neutral"
"198",218,14,9.99e+17,10,"Mon May 21 13:00:09 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Our CEO Richard Hatchett highlights the importance of our partnership with @IAVI for developing a vaccine for Lassa Fever. Find out more: https://t.co/yRoKZfqagg #OutsmartEpidemics https://t.co/feoEh5Egm5",0,0,"neutral"
"199",219,14,9.99e+17,10,"Mon May 21 12:30:19 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Our CEO Richard Hatchett and Dr Mark Feinberg, CEO of @IAVI, finalised a partnership to develop a vaccine for Lassa fever. Find out more: https://t.co/yRoKZfqagg #OutsmartEpidemics https://t.co/f0kvvYaWOW",0,0,"neutral"
"200",220,37,9.99e+17,22,"Mon May 21 11:39:25 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"We're pleased to announce International AIDS Vaccine Initiative (IAVI) as our latest partner for vaccine development. @IAVI will be developing a vaccine for Lassa Fever. Find out more: https://t.co/yRoKZfqagg #OutsmartEpidemics https://t.co/N8WeoRyDj6",0.333333333,0.633333333,"positive"
"201",221,5,9.98e+17,1,"Mon May 21 06:45:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,". @BillGates is pledging $12 million towards projects that are helping to create a universal flu vaccine https://t.co/VKvhtcgA4v #vaccineswork https://t.co/dkyr5lxCRp",0,0,"neutral"
"202",222,1,9.98e+17,4,"Sun May 20 14:45:03 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Around 20 million children are missing out on life-saving vaccinations https://t.co/k5h8cSm8VQ #globalhealth https://t.co/ModTPvYxNN",-0.2,0.05,"negative"
"203",223,2,9.98e+17,4,"Sun May 20 11:45:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Children are being vaccinated against typhoid in Pakistan https://t.co/oEv3aJdGjp #vaccineswork https://t.co/iFCHq7fBJp",0,0,"neutral"
"204",224,1,9.97e+17,0,"Fri May 18 12:45:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Countries have been urged to vaccinate children against the rotavirus, to save half a million deaths https://t.co/2jh6UYb1JW #vaccineswork https://t.co/IByyywPQUk",-0.166666667,0.166666667,"negative"
"205",225,8,9.97e+17,13,"Fri May 18 06:15:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Why a Lyme disease vaccine was discontinued, despite being effective and safe to use https://t.co/MREyXR5NNZ #globalhealth https://t.co/1HtNeBaSVj",0.55,0.65,"positive"
"206",226,11,9.97e+17,14,"Thu May 17 16:00:40 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Pop-up vaccine factories could help to supply vaccines quickly in the event of a pandemic https://t.co/IJC5jGdh1Y #vaccineswork https://t.co/87IstKSIpe",0.333333333,0.5,"positive"
"207",227,3,9.97e+17,2,"Thu May 17 13:45:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Syrian children are receiving vaccinations for the first time in two years https://t.co/VhOidysrvf #GlobalHealth https://t.co/bBoH3n61zF",0.25,0.333333333,"positive"
"208",228,9,9.97e+17,7,"Wed May 16 18:15:07 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"How would our world change without vaccines? Orin Levine, Director of Vaccine Delivery, @gatesfoundation, explains https://t.co/1nba8rUI4Y #vaccineswork https://t.co/Gq6NTnHbe3",0,0,"neutral"
"209",229,1,9.97e+17,5,"Wed May 16 16:30:21 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"How our immune systems could transform vaccine development https://t.co/EtG23beZgy #globalhealth https://t.co/XbFxZK9Mcj",0,0,"neutral"
"210",230,3,9.97e+17,1,"Wed May 16 14:00:26 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"1 in 7 children missed out on routine vaccines. Find out more about immunization https://t.co/Gg7uUXrZt4 #vaccineswork https://t.co/nTNtn95bYw",0,0,"neutral"
"211",231,1,9.96e+17,0,"Tue May 15 19:33:52 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,". @trudie_lang highlights need for coordination around clinical trials for new epidemic vaccines #OutsmartEpidemics",0.136363636,0.454545455,"positive"
"212",232,7,9.96e+17,3,"Tue May 15 18:41:19 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"There is no epidemic in human history that’s been beaten without a vaccine - @nickherbertmp #OutsmartEpidemics",0,0.1,"neutral"
"213",233,16,9.96e+17,8,"Tue May 15 10:30:21 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"This is how to measure the true impact of vaccines, according to Katie O'Brien, Executive Director of the International Vaccine Access Center https://t.co/PfjtcSNHv7 #vaccineswork https://t.co/b1dvK85y09",0.083333333,0.25,"positive"
"214",234,16,9.96e+17,17,"Mon May 14 16:00:37 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"A single-dose Ebola vaccine has found to be effective for 1-2 years after injection https://t.co/eK2QAOSN6B #vaccineswork https://t.co/3aAulLwxBv",0.6,0.8,"positive"
"215",235,13,9.96e+17,7,"Mon May 14 12:45:01 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Ineffective medicine is one of the reasons why Malaria has not been eradicated https://t.co/Twx1bJGqTj #vaccineswork https://t.co/cToRsSLeut",0,0,"neutral"
"216",236,2,9.96e+17,1,"Mon May 14 09:30:08 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,". @BillGates is pledging $12 million towards projects that are helping to create a universal flu vaccine https://t.co/VKvhtcgA4v #vaccineswork https://t.co/XNi4J7zqO5",0,0,"neutral"
"217",237,1,9.96e+17,4,"Sun May 13 10:45:05 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Around 20 million children are missing out on life-saving vaccinations https://t.co/k5h8cSm8VQ #globalhealth https://t.co/pcbCrZnGzL",-0.2,0.05,"negative"
"218",238,3,9.96e+17,2,"Sun May 13 08:00:25 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Children are being vaccinated against typhoid in Pakistan https://t.co/oEv3aJdGjp #vaccineswork https://t.co/CjVLITQAeq",0,0,"neutral"
"219",239,7,9.95e+17,2,"Fri May 11 06:15:03 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Countries across the world are being urged to vaccinate against the rotavirus https://t.co/2jh6UYb1JW #vaccineswork https://t.co/3GPdhCoOmf",0,0,"neutral"
"220",240,8,9.95e+17,6,"Thu May 10 13:15:08 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,". @BillGates has funded $12 million in funding towards universal flu vaccines https://t.co/VKvhtcgA4v #vaccineswork https://t.co/rNH3tiCsBB",0,0,"neutral"
"221",241,15,9.95e+17,4,"Thu May 10 09:45:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Syrian children are receiving vaccinations for the first time in two years https://t.co/VhOidysrvf #GlobalHealth https://t.co/v2mjU2JN7A",0.25,0.333333333,"positive"
"222",242,0,9.94e+17,0,"Wed May 09 15:45:04 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"How would our world change without vaccines? Orin Levine, Director of Vaccine Delivery, @gatesfoundation, explains https://t.co/1nba8rUI4Y #vaccineswork https://t.co/6G8GgDDGuP",0,0,"neutral"
"223",243,1,9.94e+17,1,"Wed May 09 12:30:31 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"More than 1 in 10 children are not receiving any vaccines https://t.co/k5h8cSm8VQ #globalhealth https://t.co/WN9184CuC0",0,0,"neutral"
"224",244,1,9.94e+17,2,"Wed May 09 07:00:31 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"1 in 7 children missed out on routine vaccines. Find out more about immunization https://t.co/Gg7uUXrZt4 #vaccineswork https://t.co/zhaspht71g",0,0,"neutral"
"225",245,4,9.94e+17,4,"Tue May 08 17:00:38 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Pakistan will be the first country to vaccinate children against typhoid https://t.co/oEv3aJdGjp #vaccineworks https://t.co/yu3Ushws1t",0.25,0.333333333,"positive"
"226",246,27,9.94e+17,14,"Tue May 08 09:30:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"This is how to measure the true impact of vaccines, according to Katie O'Brien, Executive Director of the International Vaccine Access Center https://t.co/PfjtcSNHv7 #vaccineswork https://t.co/qGlN6tePQU",0.083333333,0.25,"positive"
"227",247,6,9.93e+17,12,"Sun May 06 06:45:02 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"This digital printer helped create a vaccine for bird flu https://t.co/SoYhdpv5E5 #OutsmartEpidemics https://t.co/uqjfI5VaDG",0,0,"neutral"
"228",248,28,9.92e+17,19,"Wed May 02 14:00:44 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"Children in Syria received polio vaccines for the first time in two years https://t.co/VhOidysrvf #GlobalHealth https://t.co/vd9oqvmnOr",0.25,0.333333333,"positive"
"229",249,4,9.91e+17,1,"Tue May 01 15:45:16 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"""What would a world without vaccines look like? Orin Levine,
Director of Vaccine Delivery, @gatesfoundation, explains https://t.co/1nba8rUI4Y #vaccineswork https://t.co/yszdwdBts5",0,0,"neutral"
"230",250,5,9.91e+17,2,"Mon Apr 30 12:00:18 +0000 2018",2832,7.84e+17,"b'CEPIvaccines'",1,"As we reach the end of World Immunization Week, we look forward to seeing how the world of vaccines evolves in the next 12 months. 

Find out more about our mission: https://t.co/m6V5VF7OWI #VaccinesWork https://t.co/BreI9u68zZ",0,0,"neutral"
"231",251,34,1e+18,28,"Thu May 31 12:10:01 +0000 2018",1915594,14592723,"b'MayoClinic'",1,"Childhood #immunizations are important. ""We have vaccine-preventable diseases that we’ve dramatically reduced with the routine vaccines we provide #children and adults,"" says pediatrician Dr. Robert Jacobson. https://t.co/ROdZbHkFPG https://t.co/8YGLQr05OW",0.4,1,"positive"
"232",252,0,1e+18,0,"Tue Jun 05 20:37:02 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@shakytweets @ECDC_EU Interesting approach: 
‘Dutch health care service offers anonymous vaccinations for religious parents’
https://t.co/E5C48xjqjV",0.2,0.25,"positive"
"233",253,4,1e+18,4,"Fri Jun 01 10:34:58 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"'She’s due her HPV vaccination' https://t.co/w78Ir88ayx #vaccineswork",-0.125,0.375,"negative"
"234",254,7,1e+18,7,"Thu May 31 15:19:50 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"How can vaccines help beat superbugs? Glad you asked... https://t.co/YIiE3wevXw via @YouTube #vaccineswork #AMR",0.5,1,"positive"
"235",255,1,1e+18,0,"Thu May 31 11:55:57 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@Leo_La_Rock @ECDC_EU Yes, indeed! Hey @veselibasmin  - what are you doing RIGHT?! #measeles #vaccineswork",0.285714286,0.535714286,"positive"
"236",256,7,1e+18,4,"Wed May 30 09:17:25 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Get vaccinated against measles and rubella before travelling to the World Cup, advises PAHO/WHO | PAHO WHO https://t.co/x054KVXMKW
#WorldCup",0,0,"neutral"
"237",257,14,1e+18,9,"Tue May 29 12:13:32 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Which infectious disease has the biggest impact? https://t.co/T8jaagbdYI #vaccineswork #publichealth @ECDC_EU",0,0,"neutral"
"238",258,3,1e+18,0,"Mon May 28 14:20:23 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@smellpsychosis @amimrnobody We had a 'world without vaccines' in 1918 and it did not go well...",0,0,"neutral"
"239",259,2,1e+18,2,"Mon May 28 09:20:01 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Social media effort helped reverse HPV vaccination drop, experts say https://t.co/KrRs2cydLU via @IrishTimes",0.033333333,0.066666667,"positive"
"240",260,3,1e+18,5,"Mon May 28 09:12:08 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Does pharmacy vaccination increase overall uptake? https://t.co/SyQ8yV7DdQ #vaccineswork",0,0,"neutral"
"241",261,12,1e+18,4,"Thu May 24 19:18:47 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Ebola outbreak: Importance of gaining community trust during vaccine roll-out – expert comment
 https://t.co/Zvk99YONXW",0,0,"neutral"
"242",262,1,9.99e+17,0,"Wed May 23 15:01:20 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@ChrissieGrech - Don't smoke
- Eat well
- Exercise regularly
- Have recommended vaccines
- Avoid stress - including arguing on the internet :)",0,0.076923077,"neutral"
"243",263,8,9.99e+17,4,"Wed May 23 13:13:39 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Measles outbreak: Greece steps up vaccination https://t.co/P1Ux2vXVmT",0,0,"neutral"
"244",264,0,9.99e+17,0,"Wed May 23 12:53:38 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@ChrissieGrech NHS stepped up a campaign for pregnant women to have the vaccine after several babies died from pertussis https://t.co/o687fdzh5q",0.166666667,0.25,"positive"
"245",265,0,9.99e+17,0,"Wed May 23 12:52:28 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"@ChrissieGrech Women who have the pertussis vaccine while pregnant can protect themselves from becoming ill. Better still, they can pass this immunity to their babies. https://t.co/x3J059itp4",0.195833333,0.7125,"positive"
"246",266,15,9.99e+17,8,"Tue May 22 09:42:23 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Does pharmacy vaccination increase overall uptake? https://t.co/SyQ8yV7DdQ @IrishPharmacy @EPSA_Online @PGEU  #vaccineswork",0,0,"neutral"
"247",267,4,9.97e+17,1,"Fri May 18 09:54:47 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Healthy competition intensifies 30-year quest for HIV vaccine https://t.co/yyBHglMewt @HorizonMagEU",0.5,0.5,"positive"
"248",268,14,9.97e+17,9,"Thu May 17 14:40:42 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Measles outbreak: Greece steps up vaccination https://t.co/P1Ux2wfwer",0,0,"neutral"
"249",269,10,9.97e+17,6,"Thu May 17 09:10:49 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"HPV vaccines and #Fake News https://t.co/3RvHswbmZe",-0.5,1,"negative"
"250",270,9,9.97e+17,2,"Wed May 16 16:13:49 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Kaunas: The Lithuanian city where women have begun embracing flu vaccination during pregnancy https://t.co/hS90Ytr77B",0,0,"neutral"
"251",271,4,9.96e+17,1,"Tue May 15 17:14:37 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"HPV vaccines and #Fake News https://t.co/3RvHswsYnO",-0.5,1,"negative"
"252",272,3,9.96e+17,2,"Tue May 15 09:01:23 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Measles outbreak: Greece steps up vaccination https://t.co/P1Ux2vXVmT",0,0,"neutral"
"253",273,8,9.96e+17,10,"Mon May 14 08:52:34 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"HPV vaccines and #FakeNews https://t.co/3RvHswsYnO #vaccineswork",0,0,"neutral"
"254",274,4,9.95e+17,5,"Fri May 11 08:35:19 +0000 2018",11190,205670342,"b'VaccinesToday'",1,"Healthcare Professional? Kingston University (UK) wants your views on the flu vaccine: 'Do you think it works? Is it important? 
There’s no right or wrong answer, we’re relying on your sincere opinion. Please spare 6 mins. Thank you!' https://t.co/CBHmQufNgC",0.164285714,0.522619048,"positive"
